Категория,Значение
B,37.52338
B,36.24845
D,28.49379
D,7.01232
B,86.98888
A,64.5158
C,28.81962
C,33.77401
C,11.95839
C,62.51618
A,47.86406
C,65.50304
D,20.95685
B,25.26377
C,25.22984
D,44.74578
A,72.27225
C,30.21425
C,56.67811
B,63.93403
D,38.66424
C,69.06967
B,94.68008
D,17.30561
B,7.34174
B,94.05865
C,30.50844
D,6.12991
A,64.03949
A,30.4193
A,87.87075
D,96.84003
B,8.69308
C,37.36155
D,63.99857
D,16.90356
C,80.85277
C,26.02348
C,62.5091
A,79.90869
D,35.24606
B,59.47082
B,47.37472
A,45.40339
B,62.39199
B,20.79794
D,6.72838
C,57.54433
A,77.50494
A,5.39096
A,3.89571
D,33.67281
C,33.32706
A,53.41763
C,7.38182
C,44.1368
B,85.89
A,98.31674
D,2.05055
B,73.29858
A,56.08103
D,35.23882
B,68.97586
D,21.78434
A,84.16702
D,47.67597
C,92.79557
D,52.32489
A,55.65998
B,89.94849
A,78.07948
C,59.06116
A,26.34392
B,68.95614
A,15.86554
C,41.51118
B,82.61152
D,96.34076
D,92.31242
D,81.16175
C,53.74836
A,88.2158
C,93.01288
B,61.15905
C,20.04101
A,83.97041
A,9.44806
B,83.1674
C,34.95418
D,90.43327
A,95.93415
B,39.65209
D,81.06517
A,32.75846
C,19.0003
C,32.65324
B,70.88703
C,46.13667
A,15.05315
C,5.9962
C,56.20586
C,78.87397
B,28.85213
B,87.05881
C,3.34303
D,88.28594
B,45.85417
D,43.12148
A,99.54898
B,88.90688
D,23.88278
B,17.78605
C,78.65202
C,66.80684
B,47.46693
B,65.7239
C,54.84748
D,36.32978
A,14.57646
D,4.32904
C,25.44756
A,71.56671
B,55.0822
C,45.65327
B,43.46051
A,92.64896
B,5.46383
D,7.49668
A,48.34121
A,73.64893
A,83.66006
D,22.46995
C,4.45624
B,91.04182
D,34.70747
D,20.96768
B,23.81149
B,84.19537
D,64.21779
A,62.19002
D,30.25447
D,24.22262
B,40.55428
D,28.18769
A,34.35271
B,8.83607
D,49.22231
A,71.47151
B,6.31738
C,49.00821
C,98.45534
C,22.07269
C,2.36741
B,92.32186
B,16.43021
A,49.29476
B,25.6032
A,55.80834
D,46.01398
A,60.13675
A,45.04704
D,73.67448
C,76.78516
D,41.28057
A,73.32448
D,57.84119
C,52.93193
C,79.07711
C,56.92899
B,58.12281
D,1.39795
B,99.00209
B,37.45405
A,19.17828
B,2.24769
D,91.44338
D,43.4305
B,90.92705
A,88.41874
C,53.9603
D,71.08554
C,25.68525
D,71.6584
B,98.33414
B,19.45501
C,25.89099
A,30.49088
A,80.05854
B,13.40391
C,69.19276
D,78.94631
D,50.17908
C,97.78624
C,8.95518
C,17.73288
C,15.52845
A,78.16575
D,5.81734
D,35.82046
B,27.70258
A,89.64094
D,69.19428
B,31.87671
A,11.57816
D,46.89415
D,44.8803
D,14.06412
B,1.79186
A,23.57805
A,38.29701
C,79.69568
D,94.96344
A,10.88248
D,81.31267
C,12.22735
B,23.4791
C,77.08855
C,29.08695
B,49.63287
C,21.31716
B,35.17792
C,95.69549
A,87.93371
B,91.92323
C,85.17991
B,64.79734
D,38.87624
C,82.22638
B,70.71886
A,3.7669
B,42.71557
D,86.75005
D,75.40881
C,57.19223
C,22.71873
B,45.79458
B,34.95866
D,56.07047
B,97.94205
B,22.8035
D,92.49653
C,0.85815
D,23.19031
B,39.31881
C,7.3158
D,7.69666
C,53.46798
A,73.70799
B,85.66136
A,76.23134
A,12.93094
D,7.71859
B,70.8597
B,47.53771
B,98.5338
C,76.11024
A,26.23222
C,17.69327
A,18.94154
D,70.5025
C,36.16415
B,54.54035
A,98.72541
A,91.31769
C,44.15845
D,76.93267
A,15.34262
A,71.18728
B,95.14387
C,30.85218
A,32.25857
A,50.52351
D,98.98069
D,66.92926
A,13.66059
B,44.64107
A,71.60431
A,60.6196
D,64.80649
C,48.69337
C,49.79172
B,24.21973
C,52.95255
A,72.32592
B,94.4861
C,53.45597
B,93.1723
D,74.3802
C,70.97035
A,97.5895
D,60.39335
D,33.03978
C,3.70619
D,32.32421
D,32.17597
D,85.91014
C,10.51289
B,37.6403
B,58.03923
A,85.32331
D,17.93498
D,89.68507
C,58.57552
B,58.98324
B,99.64022
B,40.68439
C,18.02057
C,67.3141
C,0.49107
D,29.27898
D,11.21349
C,51.94937
C,70.40912
D,41.76697
C,18.08333
A,29.83095
C,16.12705
D,98.21775
D,75.71506
A,79.61398
A,77.23232
B,33.00927
D,22.48269
C,99.49559
C,83.47574
C,94.31367
C,10.31536
B,83.72182
C,56.70082
B,51.13838
C,38.11018
D,31.27757
A,56.56385
B,64.70913
A,99.80035
C,46.44007
B,75.48904
B,64.72191
A,39.79316
A,28.11306
C,5.73262
A,90.90746
B,63.6472
A,88.7771
A,23.71136
B,86.43572
A,0.81517
A,25.19929
C,48.81784
B,84.2747
B,8.34006
C,99.88186
D,32.85985
B,94.74523
C,45.87077
C,53.77639
A,26.87122
D,36.85801
B,4.70236
C,34.73858
B,0.58549
A,19.71776
A,62.19543
A,92.5716
C,7.08476
B,4.52545
D,91.78526
B,93.79386
C,85.20708
C,13.64576
C,76.59985
C,54.20587
A,30.93906
A,15.16055
B,76.38784
A,20.19434
C,65.79259
C,67.8401
B,83.30874
B,15.68961
A,90.4272
C,71.31841
A,74.17945
C,27.99639
D,64.59385
B,76.23835
B,30.89507
B,9.71355
A,96.7027
B,58.67681
D,76.51838
D,29.95368
B,5.10334
B,93.1053
D,3.66048
A,86.54868
B,87.00298
A,59.15257
D,66.96306
C,35.83925
A,57.03698
C,60.36834
C,46.42244
B,50.79384
C,84.27024
B,8.05252
A,60.37098
C,85.07736
B,13.90374
C,0.8553
A,35.09229
C,83.22684
D,67.04401
D,6.69838
B,48.63037
C,57.25283
A,5.91677
A,74.32147
B,55.16673
C,25.17433
B,32.86079
A,83.73978
C,32.73653
B,76.96282
C,99.44558
A,93.58903
B,37.17524
C,73.05604
A,21.07996
A,76.57419
A,65.88882
C,77.98412
C,87.07999
D,81.47104
C,55.76653
D,58.01652
C,21.12026
D,87.70876
B,47.36442
B,92.70171
D,92.15772
B,73.47879
C,42.8444
D,13.46713
B,41.68236
A,81.72926
B,51.13716
C,19.46631
D,68.88978
A,23.21108
A,44.77651
B,25.13588
B,8.34929
B,36.68384
A,77.4663
B,8.61479
C,75.90626
D,7.53741
D,74.86692
A,91.46965
D,60.0815
D,90.25377
D,54.42231
B,70.4569
C,67.09244
D,47.79468
D,89.51538
D,86.10515
B,38.62947
B,51.4645
D,66.3657
B,32.52009
A,23.62272
A,38.77222
A,50.54262
B,28.93807
C,40.26187
D,8.61919
A,66.97696
B,49.66371
B,12.6882
A,64.47371
C,34.69019
B,42.61714
C,56.22354
B,73.01035
B,55.18856
C,90.38562
D,47.52825
B,31.79458
A,94.84812
A,23.64651
A,69.59748
D,7.82842
C,99.49954
C,85.28199
C,84.63049
C,57.85171
D,62.29457
A,28.289
A,51.31819
D,37.72917
B,93.39935
B,65.4576
B,21.44924
C,43.78048
C,37.15197
B,19.61291
B,50.70274
A,53.18716
A,13.04498
A,61.15436
B,11.84916
B,23.44255
D,82.85345
D,44.93162
A,62.39665
C,65.88523
B,33.12983
D,91.78863
B,64.93265
A,99.49212
B,19.62596
C,13.07367
C,56.0666
D,81.93359
D,23.81196
C,34.91893
A,41.6332
C,65.03447
C,4.12517
A,39.0449
D,47.68265
B,35.93188
D,95.00734
D,1.42644
B,1.35006
B,78.29304
B,20.26421
A,41.83724
A,8.93275
A,58.95292
A,62.01881
D,23.22396
C,94.0038
B,89.90494
B,46.34243
C,73.18006
B,5.27298
D,59.04203
B,58.90481
A,24.15292
A,81.22498
C,80.05102
B,7.82239
A,75.81514
A,80.85744
C,84.01437
A,94.82961
D,85.56689
A,2.60011
C,80.3497
D,17.03349
C,81.17404
A,93.68643
A,39.82686
C,59.29996
D,98.66276
A,27.7621
B,17.2222
B,39.4307
B,88.34809
C,64.37516
B,76.43019
A,77.56896
A,37.18002
D,59.65303
A,61.05366
B,17.07908
C,93.45599
B,50.88931
D,24.43472
C,94.03127
A,75.46517
D,77.8346
C,37.04097
A,73.1668
D,44.17075
B,17.5926
A,12.75705
B,88.84754
D,51.13003
C,62.9562
B,4.88055
A,90.95936
B,37.66002
D,44.06192
D,10.09732
C,86.18469
A,59.002
B,13.20807
A,41.13089
A,57.88411
B,61.80939
B,24.50176
B,63.44542
B,68.55284
A,12.85898
A,57.33759
A,76.24252
C,55.80725
A,19.06969
A,21.74768
D,63.66127
B,93.88464
D,83.94513
A,95.5289
B,75.50822
B,25.57296
C,7.75495
D,79.77942
C,32.96181
B,27.41108
D,95.73943
A,38.33808
B,21.92789
D,79.817
C,83.42029
C,44.4353
B,85.1723
B,9.79029
B,84.62914
C,99.65294
D,29.42434
B,84.89846
C,93.91649
A,5.619
A,23.86501
C,27.13212
D,9.03446
D,97.21519
D,30.94524
A,67.90556
A,46.30312
C,20.57899
D,61.18848
C,81.23035
D,64.84087
A,90.20079
B,12.2839
B,96.63479
D,13.42222
C,26.38905
B,50.26276
B,90.89824
B,7.81011
D,56.03289
B,4.13529
B,98.88956
C,74.09452
A,84.87355
B,37.85095
B,75.45901
C,15.4082
A,54.72703
A,15.11033
B,28.00937
B,89.3001
B,38.4696
C,16.85402
D,23.05641
D,31.2531
A,91.91477
C,62.90855
B,41.18465
B,7.27536
D,66.61874
A,20.17036
A,33.80971
B,3.23164
C,63.67429
C,35.94987
B,32.94824
A,55.57021
C,39.85049
C,50.53915
A,4.27518
A,63.66876
B,5.19134
C,72.18255
A,19.86561
D,18.47013
D,17.69923
B,75.59968
D,60.61489
A,5.11209
B,14.37177
A,40.25288
D,51.41303
B,35.44196
B,24.03363
B,42.98335
A,49.83309
A,48.44726
A,35.25031
C,96.0322
A,74.47619
C,84.65457
D,97.10659
B,20.63465
B,50.21782
D,33.08135
C,77.05119
A,21.90676
D,29.30361
A,37.03493
D,3.35596
B,61.54327
D,31.63185
D,70.94696
D,51.98027
A,39.97606
A,90.80553
C,0.38583
C,89.82902
B,60.67946
B,7.4495
A,15.41175
A,45.36648
C,85.0144
D,52.35074
B,20.06673
A,76.72281
D,32.89837
A,5.55238
B,18.35159
A,19.01659
C,19.61566
B,37.99754
D,92.02496
D,26.25361
C,30.399
D,63.92142
B,5.6464
A,29.97977
C,43.4076
B,95.0132
C,0.39823
D,93.11786
C,45.19792
B,77.87179
B,48.03316
B,10.93329
B,11.40709
D,90.6645
A,25.79746
D,78.98046
C,47.17
D,21.73192
C,63.94218
C,3.50202
A,2.6945
A,62.19224
D,15.16942
A,33.89932
C,88.31114
D,27.64506
A,19.70888
D,16.97952
D,45.48273
A,45.00655
B,86.70439
B,56.34201
C,51.65809
A,23.05187
A,91.79405
A,50.81764
A,23.3891
A,32.50082
D,97.03456
D,96.72096
C,30.07892
B,69.52015
B,75.62674
C,80.31955
B,42.66511
D,2.80619
D,81.29736
C,59.08669
D,77.31429
C,41.41611
D,42.75742
B,14.08712
A,95.02342
A,75.65952
C,92.30522
A,47.42178
D,61.23492
B,85.84597
A,19.32019
D,1.58697
A,16.38245
A,9.12175
C,95.64293
B,62.31661
A,56.96654
B,74.08919
B,83.19212
C,38.25829
D,84.62976
A,24.24192
A,72.08014
B,23.16733
D,91.897
B,91.55483
A,13.87626
C,54.67413
B,51.43084
C,69.12535
B,95.90729
A,94.97414
C,97.44996
A,76.66113
A,12.41452
A,43.7933
C,73.69575
D,63.63751
B,74.16324
B,78.0903
C,57.80142
C,87.69899
D,84.91712
C,91.47501
D,34.14951
D,84.17914
A,88.8403
A,63.05552
C,79.07808
C,23.75608
A,64.31283
C,26.99797
C,49.5373
D,82.0618
C,36.40784
B,86.444
C,88.15844
C,16.39933
D,90.25588
B,91.60626
D,5.18876
C,12.82123
D,36.58178
A,93.23305
C,93.22525
D,88.78693
A,12.64938
C,9.93621
D,68.27084
B,63.69353
C,96.11383
A,66.68277
C,23.30245
D,5.51987
C,7.19267
D,92.41156
C,50.02037
B,35.26836
A,76.27864
A,41.39295
D,55.17566
A,15.68286
B,85.86698
A,39.34888
B,22.18013
C,24.42613
C,82.80086
D,41.71707
A,96.02058
A,31.57705
D,20.41153
B,43.57539
D,67.49148
B,63.78745
A,25.5996
B,72.09824
A,81.25795
B,39.70469
B,0.54394
D,22.01698
B,77.91058
D,96.53554
C,31.86584
A,88.089
C,97.42581
B,82.61403
B,92.11797
A,52.44161
C,27.20701
C,33.54442
D,37.4826
C,71.6352
B,48.51488
A,15.53011
C,76.77027
B,69.57607
D,88.33204
D,71.06729
D,37.87918
A,25.52328
D,94.72662
B,76.08734
A,29.45616
D,8.77285
B,33.84714
A,13.98998
A,98.40413
C,51.15453
B,91.91849
A,71.5217
B,9.15756
D,45.53657
D,85.94655
B,14.22623
B,70.9418
B,15.57108
D,54.70201
D,58.21547
C,70.96146
B,60.29438
A,41.27295
B,4.82147
D,37.98991
C,77.09494
C,44.16876
B,24.94811
D,43.51523
C,80.41467
C,40.78323
C,22.33004
C,24.52201
B,74.33285
C,74.82478
C,27.67489
A,41.09823
C,47.4716
D,97.0691
C,40.48369
B,40.87754
C,57.3743
D,79.81531
A,42.19967
C,84.16794
D,8.30693
C,86.21994
D,6.62413
C,54.96848
D,63.39512
B,30.81966
A,80.05584
B,44.8963
C,4.97439
D,60.36199
D,75.54174
A,87.75552
A,11.40728
B,45.89144
A,16.27264
B,73.3832
A,44.29382
B,63.05736
D,40.75854
C,70.06177
C,54.6145
A,47.95418
D,96.87065
B,96.16956
B,34.18103
B,70.37005
C,34.99942
C,4.48938
D,40.80533
D,14.3611
D,28.30996
D,77.0719
A,92.1852
D,32.48702
B,88.83446
A,61.46764
C,4.92931
B,31.34573
C,57.87909
B,2.55144
C,75.88232
B,58.6172
B,60.60077
C,13.00767
D,7.7578
A,90.60549
B,16.56843
C,29.83098
C,8.11948
A,8.39629
C,58.15343
A,29.92312
D,86.01825
C,76.72809
D,57.9948
D,38.13882
A,44.0836
D,11.01045
D,94.94684
D,2.95907
C,42.30961
D,73.17233
D,4.99788
D,33.94297
C,20.93716
D,2.03911
D,93.44483
B,78.17539
C,37.00672
D,51.18958
A,5.71891
D,48.01426
C,5.13562
B,92.18538
A,93.37586
D,21.62518
D,63.68992
B,7.39888
B,37.37028
C,90.33683
C,82.71203
B,49.77409
C,16.47505
A,78.73914
C,31.27627
D,21.48921
A,86.29628
D,4.31717
B,81.59613
B,49.02493
B,0.542
C,61.75385
B,43.48585
D,69.9619
B,76.63309
B,8.72037
D,19.5725
B,30.30893
B,88.92519
A,95.90366
D,91.21907
A,95.88947
C,68.59619
D,77.93917
C,75.24309
B,82.95967
A,50.57431
D,3.59876
C,79.467
D,60.83081
A,2.81397
C,6.02256
A,69.03346
C,70.24887
D,97.08998
D,93.73036
A,11.6673
C,60.90671
A,10.95313
C,32.04268
C,46.60913
C,60.85319
D,55.27322
C,15.47752
D,43.4227
B,6.47564
D,56.82219
A,93.3606
D,1.14944
D,74.09565
B,24.52634
D,42.79334
C,5.11663
A,52.98865
B,66.51203
C,16.5725
D,34.5627
B,52.35446
C,73.37964
B,72.75813
C,17.72425
C,24.49949
B,75.54573
B,91.74943
D,66.21412
C,38.26572
B,60.0077
C,89.16363
A,90.56648
B,61.03191
D,40.25348
A,93.8534
B,42.60595
D,20.25476
D,3.86975
C,53.68277
A,33.61339
C,13.48001
B,48.92717
C,98.14495
D,94.06281
A,1.31521
B,30.23454
B,9.12401
A,42.74105
C,86.37864
B,16.46579
C,61.90459
D,65.78998
B,94.22825
D,35.04272
A,57.18703
C,70.09976
D,22.49398
C,11.77386
D,82.59529
A,5.7694
A,54.73338
B,78.34437
C,14.24488
B,1.95936
A,55.95853
C,24.3675
A,47.36747
B,30.49274
B,88.20596
A,43.73005
B,55.92235
C,94.22772
A,19.70576
A,24.44707
C,4.8761
A,43.68376
C,29.77455
A,25.16107
B,61.08408
C,77.0017
D,89.88862
B,23.79854
A,27.68976
D,28.59352
A,61.3251
D,17.19535
B,86.73898
D,52.43201
A,4.05466
A,37.57233
D,98.4117
D,96.72434
A,98.14926
B,28.10047
D,31.85685
A,38.16753
C,54.73781
C,82.1947
B,71.83474
A,98.51951
C,96.20215
B,15.88125
A,86.64548
B,61.94993
C,18.48539
B,69.11088
A,4.63836
A,45.46734
D,15.03278
B,10.11567
C,88.78412
D,50.05363
B,70.22817
B,43.406
D,82.033
B,2.12944
A,27.2329
A,42.71184
C,76.00271
B,12.75485
D,28.08229
A,74.72697
B,27.11073
D,88.00999
D,16.87504
B,11.10069
A,44.50883
C,51.2711
D,62.38294
A,35.55616
A,61.31539
B,22.46646
D,79.86504
C,36.5628
B,35.76779
D,36.52378
B,69.13199
D,96.78975
D,17.99712
C,21.40415
C,51.31326
D,86.97607
A,54.36351
D,79.90422
C,14.05635
D,10.29351
D,59.59001
C,8.29443
B,9.17018
C,8.49137
D,36.7918
A,83.01127
B,91.3282
D,81.75082
A,61.50759
A,85.53363
A,45.595
D,23.57335
C,76.7895
B,89.99956
C,61.4724
A,95.39536
B,85.28724
B,63.64264
C,62.12016
B,45.39848
D,97.59899
D,13.15159
D,84.00041
C,66.12723
A,34.39132
A,31.26189
B,77.58027
B,13.78458
B,64.8906
C,54.31179
B,55.70234
A,45.02266
C,48.98066
D,46.97731
A,71.22824
B,90.68348
D,3.30151
D,35.87198
B,81.34083
A,82.74821
C,83.33961
C,22.08261
B,89.82591
D,23.63479
D,77.43938
C,31.95595
C,58.29424
A,42.07983
C,48.41971
C,31.4162
C,47.11212
A,50.59345
B,98.63351
C,16.12539
A,42.96705
A,76.05756
C,13.60565
C,19.1297
B,55.13723
B,61.02464
B,68.17465
B,4.53927
C,0.28991
B,40.72128
A,63.51079
C,8.29754
A,8.52051
B,51.11787
C,19.3245
B,78.48556
A,69.4772
D,32.74894
D,0.87088
C,65.72898
C,26.74281
D,95.5695
B,19.24883
C,37.89391
D,89.41571
D,50.65371
B,99.22512
A,59.33756
D,1.68243
D,78.20457
D,57.44622
B,65.28414
A,84.09497
B,49.62446
C,71.44243
D,18.87781
B,13.46237
C,89.14261
C,4.87178
B,46.22605
C,10.21762
A,18.29633
B,79.00024
A,3.87601
A,93.75543
C,65.35184
A,97.3189
C,29.13014
A,70.47726
A,20.64053
A,91.66041
D,50.19123
C,4.53762
C,12.46153
C,78.04182
A,67.70027
B,79.94892
C,78.56464
A,48.9906
D,4.46606
B,41.85819
A,19.69628
C,56.54206
D,17.16606
A,88.06463
D,56.3863
C,50.8517
D,34.58234
A,19.89807
B,0.61938
C,45.32308
D,73.16852
C,52.90641
D,1.53495
C,67.20176
C,34.10459
A,43.30373
C,24.35775
B,82.97896
D,7.85203
B,42.91553
B,38.3223
D,50.3022
B,86.70661
B,87.12159
B,45.6702
A,9.06639
D,51.17817
D,96.86078
A,10.48036
A,29.56526
C,41.11227
D,9.49933
A,85.82966
B,9.21708
D,16.58097
D,64.00632
B,73.92901
C,75.47491
D,89.85607
D,78.81263
D,61.50704
B,41.47488
C,46.46363
B,88.62641
D,3.51021
C,30.77917
A,24.65926
C,38.98493
D,58.35618
A,89.41616
D,21.55914
D,89.66957
C,28.75465
B,84.96912
C,52.42741
B,65.38162
D,66.94153
D,27.86251
C,60.15384
B,71.90327
D,31.88344
B,13.98098
B,27.00801
C,86.44046
C,87.91417
D,33.01446
A,12.37963
B,39.27611
B,15.05249
A,10.19451
A,8.52406
B,79.23306
C,39.44836
B,86.97374
D,12.63293
D,78.93398
A,11.16263
B,66.38979
C,73.53966
A,3.8866
A,48.77131
B,87.58835
C,0.97641
D,6.93313
B,36.02936
A,83.91219
D,18.31316
D,62.8869
A,87.0154
A,26.60306
C,6.75487
B,36.67904
D,39.95305
B,57.14239
A,20.30712
A,76.45033
A,73.7931
C,6.77857
D,37.60878
C,88.32271
C,29.81628
B,54.00231
A,87.11685
D,42.35129
C,91.96572
D,17.25014
A,50.10582
C,92.03411
B,66.30797
A,20.97762
C,0.23201
C,49.8681
C,89.36086
D,28.08425
D,12.79714
A,88.95326
B,4.01685
A,60.60989
D,29.5875
D,72.67933
D,41.08862
C,84.70817
C,37.32575
D,53.52438
B,82.45242
C,98.34267
C,87.90833
B,51.21601
A,22.41664
B,58.09326
A,3.96938
C,43.7
B,59.69112
A,76.52341
C,58.05537
A,42.7457
A,32.75632
D,74.49686
A,79.08085
D,74.80758
B,90.533
A,51.82928
B,7.97735
D,67.69614
A,52.5345
C,60.44262
B,0.49897
C,87.13422
C,22.07848
A,21.59188
D,13.79251
C,29.13346
A,63.86755
B,78.88897
A,45.32147
A,67.23904
D,56.78179
D,17.45149
D,84.88347
D,79.3221
A,42.02495
C,25.86889
D,83.26857
B,1.8328
C,4.69927
A,72.50505
D,36.48113
A,80.99133
A,31.78576
C,37.85461
A,0.25559
A,30.49339
B,54.09584
A,49.32924
C,56.29932
A,43.93942
A,9.305
A,74.48786
B,34.43418
C,79.61616
A,44.75913
D,67.81859
D,32.02921
D,48.76883
D,92.60163
B,65.50125
D,50.94745
C,77.41521
C,9.97152
B,25.25096
C,97.11339
B,91.23585
B,99.6148
B,75.28164
C,74.91804
D,43.92724
A,35.5423
C,78.95553
A,54.8397
D,99.45257
C,44.56123
A,63.65982
A,69.0648
C,49.96278
D,69.16066
C,72.96305
C,92.88345
A,10.42358
A,46.0704
C,43.79773
B,58.52262
C,66.45886
D,1.46032
D,83.87815
D,26.04438
C,35.09013
A,29.32279
A,86.50075
B,97.15206
C,36.82107
B,56.00999
B,80.74982
C,79.72283
D,29.85618
C,34.75182
B,1.25638
A,13.28302
D,59.16283
B,67.76415
D,39.62174
D,51.47587
B,82.52991
D,2.12818
A,69.83525
A,86.46219
C,62.732
C,54.79526
C,10.82076
A,88.73618
B,93.70932
A,39.23188
C,53.44857
D,4.58592
B,6.78436
B,35.88397
A,49.1329
B,36.90732
D,90.41713
B,61.8088
A,21.31365
A,79.12399
A,74.10666
D,38.87151
A,0.79879
B,20.29184
A,67.8033
C,68.86677
C,95.60741
A,50.61772
A,17.14728
C,66.19789
D,72.72794
C,69.28772
B,31.1513
B,4.296
D,90.00555
C,52.7885
D,41.12009
B,57.08531
A,69.76805
B,90.56748
D,74.79289
B,94.60951
D,24.34883
D,77.32694
C,76.91237
D,71.68617
A,28.70215
C,98.62017
D,44.55693
A,14.68307
B,90.33023
A,32.38983
A,46.34606
D,85.22506
C,42.55385
B,32.8764
D,12.42137
C,23.19814
A,31.23275
C,5.98976
C,25.47686
C,97.06376
C,36.89213
A,95.75908
C,83.85385
C,4.96501
A,14.0956
C,46.91502
A,53.58254
D,69.34126
D,46.25611
C,41.93494
A,61.24328
D,0.65133
D,97.64846
A,6.78501
C,99.44631
B,30.68109
A,28.99355
D,49.17672
B,67.93408
A,0.62305
B,22.90078
C,85.17182
D,38.02817
B,60.19719
D,66.39378
D,10.48254
B,49.37565
D,98.11597
A,23.86409
C,64.4823
B,56.96932
C,60.19106
B,17.55688
C,21.91146
A,23.39537
B,18.85851
A,7.06034
A,82.34124
A,60.26375
D,88.84958
B,56.15
D,32.20655
D,59.46973
D,2.03345
D,73.33384
D,68.29863
D,5.65663
B,63.97669
C,89.10502
D,59.42454
D,63.18403
B,1.86263
B,75.47235
B,50.15791
A,51.18048
B,66.96978
C,76.2535
A,14.00576
A,78.87432
D,47.58288
C,22.1129
C,97.13889
A,4.6389
C,7.21134
D,44.04904
A,98.70494
C,32.32907
B,20.54838
D,42.00299
A,94.67513
D,73.53684
C,92.32483
D,31.07599
C,90.62817
B,6.55501
D,54.79021
A,59.6699
A,49.71659
D,76.31747
B,81.77125
D,63.18769
B,90.16396
A,24.29223
B,31.73439
A,70.0209
A,24.78906
C,78.91645
D,6.77862
C,34.46306
A,26.3609
D,88.58266
A,27.29982
C,84.46818
C,70.31122
A,92.23544
B,83.94228
B,99.22101
C,82.72015
C,83.76496
B,28.92498
A,94.49024
D,35.38166
D,4.47447
C,70.64127
A,89.28444
B,22.76253
A,59.33736
A,15.06883
A,32.04006
D,2.30631
B,5.51385
A,0.09106
B,66.74799
A,14.55993
B,64.9805
D,69.48929
B,59.76201
C,8.31791
B,89.46678
D,66.34298
B,63.89309
B,6.7233
D,60.21978
C,75.64866
C,1.7437
C,25.12867
D,67.10174
D,83.19892
C,43.87837
C,97.28327
B,53.88533
C,91.48698
A,78.18704
A,79.00099
D,87.24749
C,59.10522
C,89.2662
C,14.5655
A,38.65302
A,85.35858
B,83.59989
C,60.52252
A,89.75219
A,59.00968
B,72.64529
A,77.76679
C,12.22487
D,80.68524
D,39.22746
D,30.08717
B,32.76186
B,55.36744
C,82.87257
C,53.8298
A,69.84771
D,98.03842
C,63.84252
B,90.62763
B,44.41893
A,1.08298
B,88.76049
A,93.50267
B,27.73495
D,83.22695
C,67.4472
C,57.28402
A,87.31618
A,88.06771
A,15.56862
A,40.95873
D,77.49736
C,24.74485
B,86.46248
B,87.18948
C,65.52132
D,52.83577
B,59.12447
B,27.02343
B,0.94712
D,15.95197
D,76.24427
B,24.2627
D,19.55805
C,95.97473
C,83.05519
D,87.00868
C,27.91701
A,53.40729
C,2.98574
D,92.22774
D,91.3613
D,38.04431
C,74.29283
B,78.80556
A,82.98281
C,66.05249
D,1.56724
A,82.09675
C,14.52368
A,61.26209
B,99.75828
D,99.3237
D,22.53899
C,49.82445
A,21.27404
D,26.10613
D,98.96508
A,3.05533
C,57.37835
C,59.40196
D,21.45567
D,96.25995
D,61.90906
D,94.98384
B,20.34426
B,54.45355
A,82.17828
D,46.30163
D,81.10529
C,60.04536
D,82.83062
D,66.87726
C,88.91496
D,69.20998
C,92.16315
C,78.16693
C,36.68446
A,47.39525
B,11.33859
B,22.45741
A,12.64004
A,3.4349
C,71.23929
D,32.70588
D,6.5877
A,69.7153
A,19.66236
C,76.26431
A,55.09791
C,73.08505
B,31.813
A,59.55455
D,51.61664
B,4.94249
A,25.47999
B,81.48315
B,45.92253
B,76.02697
D,40.74823
C,48.12758
B,55.73329
A,15.85391
A,89.8188
D,36.30052
A,30.92701
B,3.65807
D,8.7153
B,10.67131
A,68.38131
D,68.35493
C,99.38991
B,81.72184
B,90.87748
D,96.50059
B,3.09667
A,86.31426
B,62.63788
A,67.68331
A,84.95672
C,99.28358
D,31.9667
B,48.88514
D,19.07253
A,94.15455
C,90.3833
B,96.15892
B,78.92914
B,18.35031
C,26.85468
A,1.07759
C,47.58524
B,39.11289
C,55.4069
C,42.76457
C,34.07826
B,18.58981
D,96.98913
C,85.39414
A,23.53067
B,31.77094
B,83.01572
C,79.50765
B,74.79485
B,28.28058
D,1.25088
A,82.18754
D,28.0112
D,51.39808
D,82.09132
D,82.21878
D,10.29288
A,11.36004
D,99.58911
B,4.72078
A,47.19574
D,17.80381
B,18.06533
A,19.49559
A,75.45377
C,32.10104
A,48.7248
C,28.46144
D,45.56098
A,70.22571
A,10.77242
D,58.8626
D,9.22604
B,77.12773
A,54.40898
B,96.98204
B,80.87958
D,96.63631
B,99.99546
B,57.55798
D,31.76936
D,29.74025
C,80.58735
A,69.46274
B,94.44999
C,6.06519
C,0.20223
D,49.13374
B,80.06082
A,55.83392
B,52.23345
C,62.14097
C,2.69518
C,18.56739
A,84.26853
A,37.77608
D,22.66201
A,80.77844
C,46.77758
D,13.75476
D,62.95834
B,83.86278
A,82.89229
B,25.12592
C,6.7331
B,86.65948
D,7.10494
A,8.04931
D,80.63536
B,93.02842
C,70.22394
C,73.29595
C,62.62295
A,37.73309
D,15.45348
A,41.26269
A,68.71547
C,12.19661
A,83.88935
C,9.29319
B,79.69841
B,70.2374
C,65.66059
A,64.13399
A,78.42485
D,11.31846
B,41.94627
D,74.76793
A,4.53609
B,91.73974
A,94.76154
D,29.48007
D,72.60161
A,82.53057
B,17.36551
