Категория,Значение
D,4.83798
A,83.81691
A,75.06102
A,28.14763
C,12.86306
D,65.38353
D,42.29341
C,80.55558
B,41.14467
B,99.93282
D,8.02177
A,90.14285
B,12.61625
C,97.00869
D,8.77838
B,64.72344
B,53.93846
C,60.07114
B,87.34059
D,71.51781
A,43.94186
A,38.83241
A,55.09446
A,44.40168
C,0.73352
A,31.75504
C,74.93777
C,33.52974
C,18.10858
A,33.81687
B,92.67722
D,32.29111
B,92.46775
B,88.73501
A,11.61919
D,11.36738
B,89.68649
C,10.17783
A,16.52083
A,67.71626
A,58.74333
C,65.81471
D,21.8406
C,87.59361
A,0.06885
A,37.89045
D,2.72111
C,86.83804
C,92.52949
A,66.61618
A,22.93128
B,86.14624
A,82.59862
B,8.5998
B,86.96431
C,37.97565
A,74.10859
B,24.67177
A,16.18973
D,62.69185
A,9.81735
D,56.26277
A,0.02894
D,93.99423
D,51.66966
B,61.52621
A,56.2086
A,64.49069
C,69.37394
D,43.43228
A,70.04104
B,59.9669
A,42.50349
D,62.40315
C,95.13166
D,9.16769
B,70.08795
A,26.82038
A,19.82864
B,90.70842
B,66.45792
A,4.5282
D,90.85978
C,75.94352
B,62.55885
B,51.27219
D,44.05325
B,37.19497
A,98.26971
D,27.53519
A,25.42915
A,41.95361
A,98.35206
D,69.73126
C,99.03975
C,73.63757
A,84.62867
D,38.05577
C,7.88859
B,87.52166
A,70.55237
B,0.93912
C,58.72257
A,80.9882
D,54.14687
B,71.27949
D,37.89472
A,78.26424
C,5.25755
C,54.73218
A,95.25411
B,56.25622
D,67.21127
A,94.83193
D,14.25843
B,80.30631
C,36.2897
C,38.84573
A,51.1727
D,65.99704
C,39.05953
D,0.23258
B,7.88635
B,49.44713
B,45.22065
A,57.57138
A,85.11498
B,82.678
C,95.62171
C,71.96952
D,36.77233
A,3.88476
D,1.5498
D,91.48401
D,12.1349
D,94.53432
A,95.8306
C,50.897
A,10.54792
B,79.15174
C,3.68494
A,69.3518
D,74.49594
C,51.63175
A,64.02292
C,81.38449
B,96.12823
C,74.92993
C,30.2259
A,59.90042
A,33.57027
D,12.87694
C,5.59699
D,39.77035
A,92.54914
C,58.70955
B,44.61641
C,15.9243
C,14.28579
D,0.28436
C,86.76564
A,56.20631
C,36.96904
C,95.69113
C,16.54972
C,43.63696
D,5.66443
A,24.37481
D,54.17997
A,57.07771
D,78.33089
D,10.26129
C,89.88498
C,14.5929
A,18.23095
C,8.2541
A,95.02444
D,2.89677
B,25.20122
A,87.33472
A,13.94874
A,14.97093
C,23.91337
A,65.02654
A,47.22447
B,17.4131
A,8.09312
C,0.49979
C,80.17144
D,0.85767
D,50.34617
D,7.12145
D,42.13947
C,82.58485
D,12.37822
C,21.34385
B,76.15553
D,16.05289
D,46.25744
A,0.39767
A,76.50824
D,28.41073
B,36.69938
A,1.8515
A,70.32412
D,85.40815
D,33.12289
C,61.20894
D,77.85043
D,18.52291
A,76.51705
B,16.86873
D,74.23827
C,42.73644
C,20.74364
B,75.8577
D,52.91256
A,46.13418
A,51.65291
A,7.9735
B,97.19734
A,77.1883
B,56.50452
C,2.33838
B,18.69425
C,95.36225
C,46.83217
C,42.24464
B,29.03949
A,71.91408
B,3.60951
C,12.11344
D,20.76574
C,68.67873
B,73.50893
D,68.37261
D,40.41188
B,95.12124
B,37.00113
B,20.53128
B,42.46817
B,87.69309
A,66.71073
D,20.61681
D,81.99119
A,89.107
B,83.68439
B,35.55879
B,58.70599
A,61.13261
D,52.95397
D,11.14175
B,99.00797
D,15.28675
B,96.01412
D,6.04227
C,27.55729
A,45.76578
A,86.31548
C,88.71515
D,54.07093
C,20.84755
B,14.68122
C,85.85072
A,55.26877
B,35.62173
B,51.56084
D,1.01972
B,32.17383
B,26.4378
B,56.16899
A,47.06048
D,65.80663
D,75.59197
A,68.51166
D,85.14274
B,49.18061
A,38.21736
D,75.69326
B,85.60134
B,29.86062
A,24.57582
D,8.81921
B,71.43445
B,64.66948
C,88.25149
A,13.04503
A,89.13728
A,56.46112
A,42.83359
B,91.35766
A,62.15751
D,53.46412
B,13.50386
B,11.05601
B,21.02693
D,91.39694
A,18.70028
A,37.2383
A,34.66808
D,84.8272
B,10.78907
B,33.3292
A,71.10348
B,49.51252
B,92.08036
C,94.96347
D,13.83221
C,86.4247
A,46.52565
D,99.8389
C,40.86726
C,38.56802
C,23.79768
D,62.38094
B,43.09659
A,6.88603
D,19.46577
B,46.29729
C,82.60472
B,94.71875
C,87.15811
D,71.75527
C,62.46158
C,77.70073
D,83.45428
A,30.13918
D,46.99079
B,99.77799
B,59.11627
A,40.63231
A,28.81164
D,36.83796
A,44.75894
A,21.3666
D,97.4766
B,29.42917
C,47.95819
C,66.1352
A,45.07537
A,58.73958
B,27.78726
D,68.13543
B,66.42162
A,18.04315
A,55.27624
C,66.48161
C,97.25536
B,58.44595
C,81.63195
B,50.39092
C,81.1251
D,44.6847
D,90.76188
D,91.15274
B,56.01569
B,5.66706
D,36.7925
A,18.76687
D,62.45187
B,81.072
A,99.74192
D,96.20553
A,45.77766
D,69.49399
C,47.21885
D,56.33838
B,70.92935
C,51.02052
B,73.43498
D,15.25739
B,25.83164
D,90.00772
A,26.37798
B,18.15459
B,28.26685
C,9.51169
A,28.05011
A,26.66991
C,85.4292
D,75.19499
B,33.12763
A,55.02463
C,57.55055
A,0.28627
D,4.92024
C,99.06104
B,37.3083
B,10.91706
B,28.79578
C,55.78427
B,48.87427
D,44.64602
A,19.15812
C,87.53698
A,9.79791
C,96.69632
B,55.28863
A,10.8398
A,85.74688
A,61.02242
C,70.10238
C,29.85175
A,16.73709
C,24.02069
D,77.4474
D,35.93345
B,84.37726
B,3.21079
B,99.66891
C,53.18476
B,65.93513
B,65.52324
B,25.95223
D,28.74343
D,25.87784
B,29.27576
B,18.93575
C,18.39264
C,44.56446
D,32.32848
A,72.90223
C,25.26064
C,60.32708
C,68.15178
D,4.49708
C,94.9144
A,72.44292
D,82.71518
D,2.22558
B,44.87412
B,48.97968
C,8.15651
A,19.66125
A,85.05317
B,48.2805
C,60.12765
B,83.96693
B,50.08535
A,45.07344
A,0.08738
B,70.37272
D,20.90826
C,42.29052
D,65.00062
D,43.63656
A,44.37657
C,47.77611
B,92.84357
C,72.2105
A,70.99306
A,41.79315
D,73.7883
B,39.15137
A,5.8439
C,48.42749
D,55.78889
B,2.73883
D,65.89572
C,56.22427
C,77.81849
A,40.56548
D,88.97826
C,92.31704
A,76.25285
C,30.09113
B,89.3375
B,15.15567
D,17.34314
A,57.47582
B,53.47158
A,31.09012
D,93.58967
A,38.88023
C,24.37741
C,63.61294
C,99.57388
A,29.99663
C,61.7195
D,8.84917
B,69.86654
C,23.83785
B,47.19815
D,85.514
B,7.49261
C,17.01412
C,50.21351
A,36.86099
A,38.92842
B,98.31231
D,85.51626
B,11.97499
B,66.09305
A,41.81366
B,18.0819
A,9.58462
C,86.28172
B,44.12401
B,40.97161
A,46.90062
D,39.86402
B,95.06934
B,16.77214
D,76.34832
D,98.32898
C,5.8302
C,24.60226
B,40.00445
C,27.72969
C,45.83631
B,85.59458
A,96.77026
C,88.91338
D,85.33315
B,36.67889
A,66.04343
C,65.38694
C,10.32627
A,27.24725
A,27.43713
C,67.86478
C,87.48842
B,30.99321
B,77.14189
D,5.03832
D,17.86655
D,85.11294
A,42.92698
D,1.73164
B,0.07725
C,9.28576
B,10.64638
B,98.50136
C,73.42058
C,79.61835
A,25.52078
D,54.62794
A,31.66949
D,74.63498
C,43.4134
A,37.49037
A,54.77474
A,64.9681
C,30.39482
A,11.73814
A,4.20554
C,38.35428
B,91.14443
D,99.90742
D,88.1168
C,74.31351
C,9.80176
D,34.77062
C,53.17279
D,72.58218
C,22.66747
B,53.00875
A,61.24301
D,17.83301
C,13.65323
D,66.44157
D,75.01419
B,8.14014
B,33.37542
A,84.8664
C,21.53435
A,0.13502
C,7.67149
D,21.08866
A,58.6496
D,47.56673
C,90.06545
C,19.30285
D,96.38504
A,57.95005
C,65.36077
B,48.41505
D,80.20054
C,77.75379
C,42.30192
A,65.39102
A,52.38024
A,90.5764
C,59.07777
D,2.14495
B,97.43576
D,69.95366
C,0.8988
B,7.29765
A,2.78568
A,55.71014
B,76.76877
C,59.26248
D,90.95753
D,64.15988
A,0.77549
B,47.54915
A,4.15691
A,99.80602
C,70.75065
C,76.5568
D,95.62016
A,36.06697
B,54.42142
B,41.76968
D,93.54663
C,67.0074
A,43.17786
B,47.86389
D,50.89838
A,0.29198
D,39.68451
D,0.59915
A,49.30402
C,52.21252
A,89.12154
A,36.03985
B,32.52405
D,44.15876
B,36.65645
A,49.94385
A,51.57078
A,28.15867
A,63.72416
C,51.46479
A,95.07509
D,96.61467
C,37.6865
C,79.63059
B,38.23738
A,0.54966
D,14.15108
D,32.4535
A,61.32809
D,93.86733
C,60.70749
A,2.64864
B,59.11832
A,34.56472
A,11.82206
D,21.86623
A,70.66808
A,81.30114
D,92.3884
B,13.97207
A,39.01437
A,76.17258
D,0.45189
C,80.78015
D,82.71025
A,77.33213
D,27.53849
A,48.3569
B,80.05828
C,14.17558
D,34.06218
B,41.29838
A,82.18722
A,79.93933
C,17.16246
C,72.77502
B,3.00333
B,22.63017
D,51.31798
D,94.04347
D,13.05827
C,55.71464
C,2.14516
A,69.17348
A,64.06644
C,25.38911
D,8.68323
B,76.89701
B,40.14739
A,56.49115
C,24.46629
D,85.23815
D,59.63279
B,12.474
B,91.89013
C,98.29061
A,61.78686
D,63.37808
D,20.91333
A,27.83721
B,27.26193
D,7.43838
D,7.12477
D,76.31171
B,31.79972
A,79.9829
D,85.63143
A,44.14665
D,64.06858
D,98.16932
A,26.62607
C,57.39083
B,37.5691
A,68.04408
D,5.27915
C,24.2577
C,69.33735
B,95.85246
A,82.73829
B,98.16669
A,74.00551
C,17.57734
A,13.88123
B,62.93178
A,1.94197
C,94.72603
D,91.46982
A,13.60784
C,27.7974
B,37.57984
C,32.1563
A,94.60279
C,57.04809
D,86.45031
B,96.60102
A,46.90244
C,38.56557
D,50.26415
D,32.81401
A,81.01331
D,98.99832
A,78.25881
A,26.13371
C,27.91059
B,4.08352
B,68.21618
D,58.71396
A,37.53613
A,76.79186
A,26.86119
C,39.26707
A,3.66098
C,38.22197
D,73.26338
A,58.37809
A,13.95896
D,8.49609
A,52.81005
C,81.52867
B,88.41975
C,51.57151
A,49.45991
A,28.33263
C,14.51067
D,8.65497
B,78.44093
A,19.64272
B,44.06991
A,15.4772
B,79.84323
D,84.05092
B,90.76301
B,39.76132
A,26.18398
D,52.35778
B,49.64485
A,91.49516
B,15.68369
A,94.53179
A,36.31421
D,89.10548
B,35.70056
D,67.09483
D,68.67775
B,64.16791
C,42.23105
D,13.35872
D,96.98955
B,34.80865
C,13.37715
C,41.26927
C,17.17336
C,24.95952
C,10.48519
C,24.3606
D,50.37888
B,72.20258
B,92.10119
A,77.22806
B,90.93087
D,36.53834
D,50.05371
A,51.00316
C,57.60187
A,38.31702
B,7.48469
D,73.24233
C,68.73717
A,48.55462
A,95.17716
D,47.74698
D,27.38117
D,2.26733
D,87.27612
D,0.97051
A,91.37638
D,59.62003
D,45.3889
A,91.9609
C,76.45405
B,18.47795
D,68.96614
A,1.98839
D,93.14441
B,44.33743
B,93.18015
D,67.62826
C,34.73112
C,83.33076
B,19.2102
A,31.72169
A,77.40986
D,90.94835
D,63.37562
B,5.77576
C,98.01634
D,49.25116
B,75.34016
C,94.10273
A,67.54831
B,29.26925
B,68.67634
B,10.83032
B,89.62156
A,24.70328
B,80.16305
B,1.20618
B,30.38994
A,91.2246
C,21.69355
A,40.90646
B,64.83686
C,69.54124
D,15.11839
B,70.6275
B,76.30425
D,31.84258
D,10.87019
B,12.55462
D,47.21441
C,6.54351
C,20.32912
A,86.05357
A,93.97318
C,38.02985
C,5.33629
D,58.15418
A,81.78497
A,45.38719
D,41.42506
D,74.95492
C,96.52646
A,5.28267
A,95.56593
A,77.41639
B,35.12754
D,69.06386
C,18.00526
B,10.71307
C,54.28379
B,1.49752
D,83.0258
B,72.1353
B,30.88033
B,48.22729
A,32.83995
D,8.40538
C,58.93926
B,77.01274
D,18.91218
D,87.13712
D,5.45356
C,62.0382
A,42.20587
C,58.0908
D,75.24398
B,32.63919
B,58.56866
A,94.78647
D,6.43114
A,45.56611
C,81.43497
D,41.37499
A,56.81451
A,72.09046
C,65.99047
B,95.31445
B,69.74522
A,94.32684
C,11.94866
D,91.04554
A,51.425
A,87.7995
C,15.07901
C,51.52583
D,85.17315
C,41.76288
A,53.2905
D,12.9568
B,4.97782
B,48.05381
C,24.62447
A,65.27566
A,95.03467
B,56.45162
C,81.97782
A,99.20937
A,85.20829
C,28.76029
D,95.49689
B,59.96838
C,73.8378
D,14.05581
A,70.64843
B,85.30904
A,13.47548
D,61.95129
A,58.78985
A,94.89241
C,6.26356
C,33.20588
A,62.0011
A,35.84741
B,40.77872
B,92.15717
D,17.10151
B,92.05264
A,37.37563
D,65.17794
D,84.26093
B,33.94072
A,51.56941
D,3.13282
A,7.39004
B,28.14895
A,71.48243
C,18.43502
A,84.78043
B,17.48869
A,84.71487
C,42.83082
A,69.93224
A,52.20591
D,71.81441
A,77.84467
A,79.41498
B,53.03466
D,97.32256
C,43.03927
A,82.32989
C,98.24266
D,37.96805
A,11.26541
C,50.71162
C,79.98494
A,85.88512
A,94.38194
A,51.00559
A,84.45639
B,99.87585
C,70.47139
C,61.21775
D,23.75797
D,70.40848
A,23.51863
B,3.69885
A,2.66521
C,68.25364
B,52.80449
B,59.1238
C,82.55143
D,8.87817
B,19.34095
B,40.2433
B,47.51404
C,0.47907
D,23.13879
C,98.6776
A,67.75541
B,53.32334
B,15.9893
B,54.75708
C,93.79195
B,21.47441
B,61.33101
D,66.81215
C,28.46266
A,58.06262
D,25.45658
C,57.80687
D,83.42399
B,46.96561
C,45.78551
A,32.70414
C,33.912
A,47.69484
A,34.39834
C,24.76205
D,24.02268
D,48.54408
B,46.26464
B,8.79085
D,18.03665
A,27.31157
C,68.95568
A,71.07037
D,25.18917
A,20.34019
A,81.18072
C,91.8823
A,75.41183
C,39.90926
A,66.4178
A,5.72917
C,13.69757
C,0.67658
D,6.18295
D,64.95479
C,70.39656
B,90.60566
A,94.86492
C,4.48669
B,50.68762
B,2.14427
B,7.6497
C,91.42797
C,63.31921
A,82.91643
B,66.88039
A,64.47738
B,78.11294
B,39.17498
B,20.3917
D,89.77782
B,82.06179
A,52.3579
C,35.79252
D,38.98851
A,59.69276
C,79.10384
C,17.73036
D,76.90307
B,49.84505
C,99.489
A,70.12236
C,3.97724
C,67.29388
A,13.61477
A,46.73369
A,45.34504
C,3.64994
D,32.12286
D,67.3197
B,40.28622
A,36.58688
C,71.99685
C,85.77664
B,98.9338
D,4.5071
B,41.22524
B,78.63929
D,47.75734
A,23.51811
A,60.26737
D,79.75118
C,84.11726
B,43.9858
B,61.77264
C,95.59904
C,72.59707
C,33.20554
A,57.88135
C,22.94926
B,55.5117
D,77.08853
B,7.95109
B,35.82357
C,68.1742
B,91.46097
B,13.43407
B,15.16391
D,94.28357
B,33.2408
C,25.35042
C,38.51495
D,53.1717
B,20.44866
B,87.30622
D,24.16061
D,23.30581
A,75.60867
D,63.65769
A,42.65939
A,6.62624
D,18.37833
C,68.09799
C,95.51311
D,38.05856
A,11.58332
B,25.67667
A,26.71808
A,72.32465
D,37.59043
D,58.5206
B,75.34325
A,95.66234
B,46.63805
A,30.13958
A,1.85007
A,45.0466
A,70.85153
B,15.2045
B,50.60706
D,73.96447
B,2.45239
C,51.97616
C,21.89012
A,3.33951
C,38.64946
A,57.46715
B,69.5049
D,29.61567
D,53.64022
A,99.17244
B,19.92852
A,5.39339
D,36.81061
D,67.16941
A,21.94471
A,75.35567
C,36.72834
B,63.44459
A,49.03939
B,91.31637
C,85.09328
A,76.06427
C,45.40176
B,49.17721
C,83.75686
A,11.7258
A,9.36648
D,36.82889
C,30.54107
C,34.9241
A,98.47782
D,5.14673
C,72.34916
B,28.03099
B,26.23713
B,30.77385
C,31.99314
B,22.74681
B,75.5782
D,64.96896
D,59.68621
D,98.06211
A,79.87335
D,41.45795
D,55.01856
B,22.90913
A,55.13888
A,81.62558
C,32.37058
C,77.40392
A,57.34635
B,93.30799
C,86.87018
A,17.42976
C,79.60359
B,88.63386
D,23.05899
C,0.59233
A,14.76223
C,0.57067
D,17.10106
A,76.69335
C,65.78857
C,79.87053
D,39.75906
D,55.94264
B,25.29037
D,60.20589
D,18.20425
D,65.65645
C,76.25407
B,99.98429
A,39.17039
C,79.47673
B,67.14466
A,50.95857
D,4.97136
A,76.36258
B,49.90209
C,57.04841
B,60.90082
D,50.60119
D,30.18553
B,63.25647
D,5.01836
D,89.06838
D,25.485
D,83.52383
C,55.95799
B,2.56545
A,15.47328
D,37.39946
A,77.46673
B,71.41257
C,92.69312
C,45.1486
A,9.92531
B,43.69908
D,25.26722
B,8.5194
D,97.28131
A,16.93103
B,71.64641
D,49.50919
B,6.35629
D,11.62087
B,99.23398
D,26.88129
C,54.49937
B,30.16763
B,36.86289
C,93.88754
A,22.31424
A,68.9468
D,21.49147
D,79.85962
D,30.45555
D,25.38044
A,61.1508
A,98.23514
D,68.27943
D,48.72285
D,5.37905
D,97.25746
C,30.97339
B,65.88792
C,87.02855
D,10.77477
A,10.69993
A,64.78294
A,85.69604
D,85.49273
C,36.35187
C,45.5235
C,60.2929
D,59.2562
A,87.46606
C,8.08666
A,39.50649
C,93.0748
C,27.89883
B,44.59478
A,89.32747
B,78.56554
A,79.11195
B,80.41579
B,23.4544
A,41.49875
C,32.94954
A,11.4073
C,65.75007
D,92.02994
C,14.58562
C,20.8876
A,82.01823
A,92.32441
B,30.23247
D,31.59216
C,27.40261
C,44.76147
A,59.34205
A,83.69836
C,48.10947
C,37.3267
D,32.22754
A,99.3614
A,49.32568
D,22.52196
C,40.86831
C,2.52469
A,10.3065
D,51.56138
C,53.94393
B,27.68184
B,92.58045
A,30.255
A,71.72636
C,21.11389
B,34.37334
B,33.76212
C,73.80283
A,53.87524
C,85.92196
D,85.25916
B,54.64892
C,66.26069
A,38.89904
C,82.43311
D,6.28937
C,9.8886
D,67.99055
B,71.81059
C,74.35179
C,66.47438
A,7.02888
C,21.61132
A,90.55592
C,6.94135
B,82.75453
B,54.22356
B,69.07685
B,15.8389
C,58.65153
C,32.03196
B,28.252
A,4.85106
A,53.3582
D,35.70162
B,64.04195
A,74.22561
A,9.03221
A,54.97679
C,12.89419
A,78.69747
C,2.95219
C,49.20567
C,6.03243
B,94.01084
C,6.64059
C,84.66262
A,51.33828
C,24.042
C,36.6282
D,76.60841
C,19.04008
A,8.33271
C,72.19591
A,89.8513
D,98.47931
B,36.06573
D,0.68009
C,96.22965
B,32.79433
A,51.85851
A,43.62288
A,75.80199
C,79.27327
D,7.13367
D,10.80434
A,26.84322
D,66.25019
B,12.44194
B,36.3366
C,66.84763
B,63.0749
C,54.70755
B,83.43152
D,45.12208
B,44.69031
C,40.11289
D,33.41719
D,51.47881
C,18.05152
D,80.78019
A,15.61576
B,10.3469
D,22.93009
D,81.82317
C,43.62485
D,58.20979
A,41.85903
A,76.88456
A,28.11935
A,52.83757
C,47.07388
D,18.4029
A,68.60255
A,87.75661
B,18.17882
D,51.15625
A,93.22913
C,65.55212
D,27.30604
B,66.89339
A,53.34752
A,42.42687
B,70.19949
A,24.74132
A,25.28809
B,52.79682
A,17.10587
B,90.85588
B,63.39795
A,66.06201
C,34.61597
D,93.28474
D,34.24477
B,64.38279
A,56.12985
D,70.33972
D,20.03383
B,93.77293
C,1.27306
D,29.08414
D,25.03462
A,23.30944
D,18.97171
C,12.75721
A,48.3994
B,41.42285
A,91.3848
B,12.31685
C,31.43734
B,90.13924
D,87.74871
C,65.86889
D,37.21978
A,25.75422
D,28.60249
B,62.39392
B,79.21972
B,47.68341
D,84.97546
D,94.4959
C,9.46717
C,45.31957
C,74.2717
C,65.33143
A,8.3754
A,89.05761
A,91.81847
D,38.87958
B,11.8956
B,22.65836
C,86.76898
A,67.38505
C,2.45426
C,61.45913
D,81.49125
B,91.23766
A,84.97087
D,68.58387
A,96.18666
D,74.40462
A,85.0623
C,85.99318
B,92.70037
C,2.67072
D,4.34355
A,73.49646
C,85.41293
D,41.4711
D,33.43903
D,99.26791
B,31.58478
D,83.73469
A,16.98449
D,94.89706
D,28.47378
C,87.26173
A,95.97362
A,58.82037
D,81.94175
B,78.80446
B,55.21308
C,69.61074
C,51.14878
D,8.30509
D,52.678
D,12.76677
C,36.43149
D,38.77206
C,23.90721
A,65.17781
C,3.73179
B,66.71407
A,88.43593
C,65.15434
D,79.86538
B,39.84544
B,79.36304
C,91.87034
B,16.19124
C,94.6411
A,83.70646
B,64.67409
A,46.11397
C,49.5386
A,80.09249
C,67.54675
D,10.64565
A,63.51491
B,52.62665
A,39.00361
D,56.04285
B,15.29092
C,18.83171
D,9.10996
C,1.82199
C,55.15746
D,28.71619
A,18.67231
A,50.10004
D,21.3895
D,63.76984
B,5.13789
A,58.25903
C,30.75512
B,62.11235
A,70.68674
A,29.95523
A,84.98663
A,32.75094
D,48.46134
B,72.58584
C,72.49028
A,38.53204
B,31.24588
B,47.51946
D,26.64572
B,32.2979
B,10.10018
B,79.03477
A,26.99906
D,19.30436
B,53.49203
B,57.15125
B,24.91866
D,83.59971
A,30.543
B,57.13574
A,37.80712
D,89.42608
D,85.50744
B,31.91391
B,8.4739
D,89.832
D,46.14899
C,12.97812
C,23.71801
C,53.30522
D,61.36112
D,78.21677
B,69.7694
A,98.511
A,80.46628
D,80.33543
A,11.65587
C,14.45567
A,57.9676
A,87.49056
B,92.21625
B,14.47091
C,4.77425
B,88.02113
A,97.8499
C,3.90457
B,78.01258
C,12.03354
B,14.16108
D,1.33143
A,48.1131
B,28.59066
A,97.50687
B,98.12764
A,76.80899
D,86.19063
D,72.63889
B,65.82514
C,51.8299
D,82.75619
C,27.02955
C,94.14378
A,33.7976
A,27.1217
C,13.92974
A,74.63354
A,77.59731
A,56.7168
A,96.45682
A,25.86533
C,39.89827
D,47.06914
D,72.09572
B,26.28233
B,1.48602
B,17.95389
D,6.99495
D,54.04225
A,70.91931
B,5.5365
A,41.14494
B,74.51388
C,44.26582
C,88.08253
C,6.94449
D,87.41813
B,18.95886
A,29.80009
B,13.93612
B,70.75997
A,25.53867
D,26.45121
C,39.36672
A,53.88025
C,76.39735
D,16.9922
A,46.56994
D,15.73261
A,30.25422
A,70.19807
A,88.76871
A,17.17672
C,42.00167
D,98.10108
C,82.39769
C,93.46639
B,67.27586
B,53.9295
A,57.74697
A,47.83639
C,27.27777
D,54.45543
D,65.03659
D,91.78633
B,71.96268
B,91.69889
D,64.06481
A,30.91631
B,21.0028
B,97.85504
A,78.89207
B,79.79411
C,2.40583
A,63.87965
C,11.14316
B,29.28324
B,10.56229
C,66.77706
C,64.31663
C,98.9726
D,2.11448
C,26.0292
A,13.22417
D,63.90524
D,66.31723
A,52.15244
D,69.45397
D,53.12004
B,85.01854
D,79.55893
A,11.8864
C,95.05615
D,96.03143
D,81.82154
C,6.6312
B,48.13926
D,22.6674
A,62.34535
C,61.15712
B,91.31096
B,34.83966
B,68.19601
A,54.16735
C,47.06887
A,64.08343
D,18.61814
A,12.48852
B,67.94076
A,60.65465
D,18.24912
C,60.44361
C,76.57447
C,44.98596
D,84.95835
C,86.89962
A,90.43186
A,58.37759
A,37.70144
B,59.39353
D,1.18041
B,13.04944
B,59.06257
B,95.86432
A,16.58453
C,97.74362
C,13.8068
B,9.09502
C,71.75146
A,69.3987
D,66.5959
D,19.91176
D,69.95545
A,15.01861
C,46.59827
C,30.33138
A,95.74293
C,2.64521
D,33.78126
B,47.31976
A,22.50622
D,48.55086
B,11.68888
C,5.33129
B,41.69172
B,34.16286
D,55.75751
A,39.03093
C,81.12687
C,27.21477
D,98.8836
D,41.3127
D,69.76574
B,35.85034
A,61.39802
D,88.72627
D,83.10691
A,58.57441
D,78.63217
B,60.1578
A,66.30281
D,88.80561
A,74.00852
A,91.95536
C,30.29948
C,73.92622
A,58.55467
A,41.5068
A,11.21852
A,1.88208
D,67.97519
B,36.84641
D,94.83431
B,49.83422
A,70.86802
B,87.2983
C,24.32102
A,93.44375
B,1.96966
D,41.72715
A,98.63282
C,83.2748
C,97.62041
C,11.73067
D,2.88458
B,50.13726
D,26.23829
B,76.41523
C,19.58668
D,26.67136
B,33.69346
A,22.07314
B,33.59013
B,14.70549
B,30.73264
A,20.05151
D,78.24233
A,81.14448
C,47.69235
D,40.43602
B,25.9697
C,76.30407
B,86.49388
D,5.39913
A,30.50703
A,75.36212
C,95.62221
D,77.00725
D,50.26595
A,96.20649
B,37.48131
C,34.46231
A,14.24692
C,32.9985
D,98.644
D,9.47077
C,6.96138
C,57.81653
B,26.63883
A,33.50391
A,80.76014
A,2.73229
A,57.42376
C,9.51512
A,58.01969
C,20.25228
A,32.20274
D,60.92671
B,46.14895
B,93.1883
B,3.63837
A,76.49324
A,98.37911
B,41.84307
C,33.21623
A,47.7964
C,32.23409
D,12.10892
B,57.26218
A,7.34237
B,93.44373
D,89.39722
A,26.74044
A,16.91022
D,38.46815
C,20.90905
B,37.05808
B,26.32582
C,82.15312
A,37.65739
C,89.80912
A,33.25137
B,71.97057
D,42.13714
C,75.75635
C,34.98731
C,46.61279
B,25.2343
D,99.76838
B,25.61515
A,77.96385
A,65.45672
C,63.77578
D,51.00082
B,94.87513
C,21.41823
D,29.80156
A,56.38698
C,53.57186
D,64.63322
B,73.45446
D,93.12001
A,2.2349
B,82.49276
D,12.70667
B,99.34828
A,14.43399
D,53.91602
B,36.86709
D,75.75988
B,32.15954
D,17.89329
A,81.07767
B,27.71809
B,52.72139
D,15.71725
C,10.43947
B,98.93385
D,97.57658
A,21.92881
C,32.16363
C,23.07905
B,6.21773
C,75.56333
A,61.67801
C,17.88498
A,45.68335
B,20.9318
B,14.93275
A,13.81061
B,45.62407
C,85.14618
D,91.6
A,38.87429
A,43.36272
A,97.30405
C,58.39703
C,69.68995
A,66.68371
D,5.60436
C,60.70337
D,69.94489
D,13.05855
B,27.0144
B,49.37559
D,27.39458
B,39.87168
B,67.68952
D,81.81457
B,89.74914
A,71.48794
B,5.66606
D,52.71279
C,10.85585
D,17.65197
B,95.99005
A,43.05336
A,79.74398
D,58.67617
C,43.54606
D,64.98697
A,9.40504
D,84.12217
D,5.53293
B,81.5673
D,89.65631
B,33.49388
B,72.00276
D,38.30795
A,61.74096
A,61.68217
C,4.46313
C,40.89815
D,67.9626
D,72.32142
B,7.19362
A,83.61862
B,35.50946
B,19.67984
C,69.16329
D,30.61837
C,1.90794
A,15.19265
A,38.3907
B,58.85024
C,26.14603
B,82.6697
D,57.97253
C,83.71281
D,61.61787
B,75.41721
D,72.3101
A,67.93784
D,83.94718
B,28.72922
C,11.65806
B,67.67368
C,34.61746
A,81.75999
C,52.00919
D,14.10431
D,89.11381
B,90.69285
A,32.20268
A,7.7558
D,93.21362
D,8.17103
D,7.41599
D,73.49832
D,87.58556
B,69.71218
C,13.01019
D,75.33894
D,73.9051
C,5.08707
A,47.68608
D,28.3695
C,96.5336
D,66.00303
B,68.30933
D,40.66901
A,45.90714
C,47.52755
D,51.03743
A,71.99708
C,44.68592
B,33.53119
C,92.46289
D,82.86696
D,25.13617
D,56.01782
A,81.72892
A,67.90773
D,6.92326
C,34.07894
B,58.66418
A,3.22031
B,12.04119
B,85.05369
A,61.5283
A,76.1478
C,14.03407
A,71.81208
A,36.9663
C,80.52614
D,76.07666
C,19.26479
A,33.78629
A,0.09043
C,92.73819
D,19.81123
A,59.79325
C,62.94568
A,98.45999
D,96.59814
D,41.94517
C,91.28883
A,57.6723
D,94.31156
A,9.95612
D,19.5439
C,0.87158
